,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Epoch,TrainLoss,TrainN2NLossTrainWarpLoss,TrainTVLoss,ValLoss,ValN2NLoss,ValWarpLoss,ValTVLoss,Best Score
17,17.0,17.0,,36,241.1732608857362,,53.54798358419667,542.910727926276,537.5553200190718,1.68284054168246,30.688473108139902,100.0
18,18.0,18.0,,38,309.3466928795628,,48.68640685858934,542.906600643288,537.5520522621546,1.6829152485694396,30.580113811249085,100.0
19,19.0,19.0,,40,280.2276921768983,,33.48296518541045,542.9060310125351,537.5519252636216,1.6829399206802589,30.527744357558817,100.0
20,20.0,20.0,,42,621.3921326913952,,74.455891540389,542.9063496941869,537.552894177762,1.6831754103556953,30.39310665123842,100.0
21,21.0,21.0,,44,548.7121082382438,,61.89337657925523,542.9024564271624,537.5498540022156,1.6830693612891163,30.33979317512025,100.0
22,22.0,22.0,,46,624.7321581840515,,33.109992891550064,542.9029979489067,537.5511493872513,1.683079470901496,30.260582369836897,100.0
23,23.0,23.0,,48,241.31391488987467,,48.2485277335281,542.9020219228485,537.5508368015289,1.6830711630808022,30.19648938524452,100.0
24,24.0,24.0,,50,530.3681582212448,,32.315477058291435,542.9047065025027,537.5537696209822,1.6831219915977933,30.15665189278397,100.0
25,25.0,25.0,,52,276.3208657503128,,35.549503937363625,542.9048104719683,537.554035809907,1.6831633693072945,30.128231018104337,100.0
26,26.0,26.0,,54,634.1655831094142,,60.03762459681357,542.8996211425825,537.5502329658378,1.682974861151623,30.04571338268844,100.0
27,27.0,,,56,623.9066453259668,,77.13240835769678,542.8966188972647,537.5482609326189,1.682976115262136,29.94262587956407,100.0
28,28.0,,,58,663.0782423379981,,51.19758021132446,542.8954251110554,537.546956403689,1.6830419534182344,29.934804420918223,100.0
29,29.0,,,60,462.1293155683412,,41.392985524402725,542.8942662071098,537.5459329648451,1.6830957372969184,29.905002183196217,100.0
30,30.0,,,62,570.6799599675485,,27.09445131965625,542.8945483131841,537.5462553717873,1.6828803292644974,29.964868529615075,100.0
31,31.0,,,64,241.1490950895393,,52.01105117473914,542.8937907246027,537.5456894663248,1.6828952859875492,29.94121568785473,100.0
32,32.0,,,66,309.33536913083947,,47.196236479541525,542.8912256929007,537.5436947427013,1.6829591371457684,29.864610088142484,100.0
33,33.0,,,68,280.2227698266506,,32.47856286664804,542.8912632844665,537.5440611758015,1.6829762105110355,29.82748409902508,100.0
34,34.0,,,70,621.3828667446419,,73.31426768207255,542.8922857073221,537.5453338704326,1.683182141277939,29.739682816646315,100.0
35,35.0,,,72,548.7082095609771,,60.996214778702935,542.8882305595007,537.5418781556866,1.6830732823688197,29.71270540729165,100.0
36,36.0,,,74,624.7245502471924,,32.57707491517067,542.8906926377252,537.5449454242532,1.683073451700197,29.652668586508792,100.0
37,37.0,,,76,241.30154789789864,,46.9893148249906,542.8907901725986,537.5455739823255,1.683058883910152,29.60385458374565,100.0
38,38.0,,,78,530.3651213645935,,31.81764356791973,542.8927804936062,537.5477336347103,1.6830999838103626,29.574723025275905,100.0
39,39.0,,,80,276.31328105926514,,34.91479940712452,542.8925908424637,537.5476394864645,1.6831387289461088,29.553454199975185,100.0
40,40.0,,,82,634.1617796340107,,59.27170909665249,542.8901666944678,537.5463881275871,1.6829380395144902,29.49648794972084,100.0
41,,,,84,623.9011949043215,,76.05873066702007,542.8861765698954,537.543158639561,1.6829295094463634,29.423031278631903,100.0
42,,,,86,663.0763676431444,,50.581952648950214,542.8836667402223,537.5403518026526,1.6830061504151672,29.428892938250847,100.0
43,,,,88,462.1299215488964,,40.79579789605406,542.8832004016097,537.5399758869951,1.6830591193865985,29.40503071824258,100.0
44,,,,90,570.6783639795985,,26.749275337306806,542.8841097111051,537.5408039174297,1.6828645258845594,29.471116606146097,100.0
45,,,,92,241.1350941528445,,50.96283725098423,542.8827408362519,537.5395491719246,1.6828795355236665,29.455811547284775,100.0
46,,,,94,309.3284972659919,,46.16618593749792,542.8810055282984,537.5382443043318,1.6829385475086216,29.394032264297657,100.0
47,,,,96,280.2183458374606,,31.78036016308599,542.8797517987814,537.5372564250772,1.682951969666068,29.363937887617134,100.0
48,,,,98,621.3756173297211,,72.51442255981175,542.8779897364702,537.5355363569477,1.6831590090243314,29.29712209681218,100.0
49,,,,100,548.7040391674748,,60.36527059328409,542.8765426305208,537.5345599922266,1.6830551506824452,29.281476258554243,100.0
50,,,,102,624.7213101387024,,32.192495465278625,542.8782298483632,537.5367602841421,1.6830504437993195,29.231386301531035,100.0
51,,,,104,241.29200370415396,,46.06882142631904,542.8775027394295,537.5364978205074,1.68303285185671,29.190643732859332,100.0
52,,,,106,530.3691929578781,,31.452789306640625,542.8803613917395,537.5394804233854,1.683067834660919,29.167326336557217,100.0
53,,,,108,276.30909979343414,,34.45114754140377,542.8804758597504,537.5396572053432,1.683105079626495,29.15000238201835,100.0
54,,,,110,634.1586325455595,,58.71278746628467,542.8781655024399,537.538423456929,1.6828948044514451,29.10535299981182,100.0
